Game_ID,Words,Color,Category,Options,Prompt,Correct_Answer,Response,Probabilities,Correct
150,"['CURLY', 'SHOESTRING', 'WAFFLE', 'WEDGE']",green,TYPES OF FRENCH FRIES,"['FLIP-FLOP', 'SEE-SAW', 'HEDGE', 'YO-YO', 'BREEZE', 'RUSSIAN', 'SUNSCREEN', 'WAVER', 'MARY', 'MULE', 'TOWEL', 'UMBRELLA']","['CURLY', 'SHOESTRING', 'WAFFLE']",WEDGE,WAVER,0.3059133588841774,False
150,"['HEDGE', 'SEE-SAW', 'WAVER', 'YO-YO']",blue,EQUIVOCATE,"['FLIP-FLOP', 'BREEZE', 'RUSSIAN', 'SUNSCREEN', 'WAFFLE', 'MARY', 'WEDGE', 'CURLY', 'SHOESTRING', 'MULE', 'TOWEL', 'UMBRELLA']","['HEDGE', 'SEE-SAW', 'WAVER']",YO-YO,WEDGE,0.8011099448583148,False
150,"['BREEZE', 'MARY', 'MULE', 'RUSSIAN']",purple,SECOND WORDS OF VODKA COCKTAILS,"['FLIP-FLOP', 'SEE-SAW', 'HEDGE', 'YO-YO', 'SUNSCREEN', 'WAFFLE', 'WAVER', 'WEDGE', 'CURLY', 'SHOESTRING', 'TOWEL', 'UMBRELLA']","['BREEZE', 'MARY', 'MULE']",RUSSIAN,WAVER,0.6461556629361793,False
151,"['DIET', 'EXERCISE', 'FRESH AIR', 'SLEEP']",yellow,DOCTORS’ ORDERS,"['COMPOSE', 'SKETCH', 'REPLY ALL', 'SEND', 'DIVINE', 'RADIOLAB', 'FORWARD', 'SERIAL', 'WTF', 'PROP', 'BLACK', 'UP FIRST']","['DIET', 'EXERCISE', 'FRESH AIR']",SLEEP,PROP,0.19656683229574648,False
151,"['COMPOSE', 'FORWARD', 'REPLY ALL', 'SEND']",green,EMAIL ACTIONS,"['SKETCH', 'FRESH AIR', 'SLEEP', 'DIVINE', 'RADIOLAB', 'SERIAL', 'DIET', 'WTF', 'EXERCISE', 'PROP', 'BLACK', 'UP FIRST']","['COMPOSE', 'FORWARD', 'REPLY ALL']",SEND,PROP,0.5964504051193361,False
151,"['RADIOLAB', 'SERIAL', 'UP FIRST', 'WTF']",blue,PODCASTS,"['COMPOSE', 'SKETCH', 'FRESH AIR', 'SLEEP', 'REPLY ALL', 'SEND', 'DIVINE', 'FORWARD', 'DIET', 'EXERCISE', 'PROP', 'BLACK']","['RADIOLAB', 'SERIAL', 'UP FIRST']",WTF,SEND,0.35794149584106316,False
151,"['BLACK', 'DIVINE', 'PROP', 'SKETCH']",purple,___ COMEDY,"['COMPOSE', 'FRESH AIR', 'SLEEP', 'REPLY ALL', 'SEND', 'RADIOLAB', 'FORWARD', 'SERIAL', 'DIET', 'WTF', 'EXERCISE', 'UP FIRST']","['BLACK', 'DIVINE', 'PROP']",SKETCH,RADIOLAB,0.5351343009532166,False
152,"['ANISE', 'DILL', 'NUTMEG', 'SAGE']",yellow,SPICES,"['SPEAR', 'MACE', 'BRIGHT', 'DEGREE', 'AXE', 'SMART', 'CLUB', 'SWORD', 'OLD SPICE', 'QUICK', 'SHARP', 'SECRET']","['ANISE', 'DILL', 'NUTMEG']",SAGE,MACE,0.7057257223254703,False
152,"['BRIGHT', 'QUICK', 'SHARP', 'SMART']",green,INTELLIGENT,"['SPEAR', 'MACE', 'DEGREE', 'AXE', 'NUTMEG', 'CLUB', 'SWORD', 'DILL', 'SAGE', 'OLD SPICE', 'SECRET', 'ANISE']","['BRIGHT', 'QUICK', 'SHARP']",SMART,SWORD,0.9016726251637474,False
152,"['AXE', 'DEGREE', 'OLD SPICE', 'SECRET']",blue,DEODORANTS,"['SPEAR', 'MACE', 'BRIGHT', 'NUTMEG', 'SMART', 'CLUB', 'SWORD', 'DILL', 'SAGE', 'QUICK', 'SHARP', 'ANISE']","['AXE', 'DEGREE', 'OLD SPICE']",SECRET,SWORD,0.5847569610123067,False
152,"['CLUB', 'MACE', 'SPEAR', 'SWORD']",purple,MEDIEVAL WEAPONS,"['BRIGHT', 'DEGREE', 'AXE', 'NUTMEG', 'SMART', 'DILL', 'SAGE', 'OLD SPICE', 'QUICK', 'SHARP', 'SECRET', 'ANISE']","['CLUB', 'MACE', 'SPEAR']",SWORD,AXE,0.9862607592223697,False
153,"['LIGHT', 'SHORT', 'SPARE', 'THIN']",yellow,SPARSE/LACKING,"['BLAST', 'CLUE', 'LENS', 'LIFE', 'KICK', 'RIOT', 'GRIP', 'ROOM', 'BALL', 'TRIPOD', 'BOOM', 'DOLLY']","['LIGHT', 'SHORT', 'SPARE']",THIN,LIFE,0.9363516408410647,False
153,"['BALL', 'BLAST', 'KICK', 'RIOT']",green,FUN TIME,"['LIGHT', 'CLUE', 'SPARE', 'LENS', 'LIFE', 'SHORT', 'THIN', 'GRIP', 'ROOM', 'TRIPOD', 'BOOM', 'DOLLY']","['BALL', 'BLAST', 'KICK']",RIOT,BOOM,0.9093165900193876,False
153,"['BOOM', 'DOLLY', 'LENS', 'TRIPOD']",blue,FILMMAKING EQUIPMENT,"['BLAST', 'LIGHT', 'CLUE', 'SPARE', 'LIFE', 'SHORT', 'KICK', 'RIOT', 'THIN', 'GRIP', 'ROOM', 'BALL']","['BOOM', 'DOLLY', 'LENS']",TRIPOD,BALL,0.4641730154597191,False
153,"['CLUE', 'GRIP', 'LIFE', 'ROOM']",purple,“GET A ___!”,"['BLAST', 'LIGHT', 'SPARE', 'LENS', 'SHORT', 'KICK', 'RIOT', 'THIN', 'BALL', 'TRIPOD', 'BOOM', 'DOLLY']","['CLUE', 'GRIP', 'LIFE']",ROOM,TRIPOD,0.4406391114064649,False
154,"['FORD', 'GRANT', 'LINCOLN', 'WILSON']",yellow,PRESIDENTS,"['JAGUAR', 'SUBARU', 'HONDA', 'GM', 'SCOUT', 'SUB', 'AUTO', 'BMW', 'POST', 'COACH', 'SEMI', 'PLAYER']","['FORD', 'GRANT', 'LINCOLN']",WILSON,AUTO,0.3857324507408107,False
154,"['COACH', 'GM', 'PLAYER', 'SCOUT']",green,SPORTS PROFESSIONALS,"['GRANT', 'JAGUAR', 'FORD', 'WILSON', 'SUBARU', 'HONDA', 'LINCOLN', 'SUB', 'AUTO', 'BMW', 'POST', 'SEMI']","['COACH', 'GM', 'PLAYER']",SCOUT,AUTO,0.9550851746552251,False
154,"['BMW', 'HONDA', 'JAGUAR', 'SUBARU']",blue,CAR COMPANIES,"['GRANT', 'FORD', 'WILSON', 'GM', 'SCOUT', 'LINCOLN', 'SUB', 'AUTO', 'POST', 'COACH', 'SEMI', 'PLAYER']","['BMW', 'HONDA', 'JAGUAR']",SUBARU,FORD,0.8724809577692636,False
154,"['AUTO', 'POST', 'SEMI', 'SUB']",purple,COMMON PREFIXES,"['GRANT', 'JAGUAR', 'FORD', 'WILSON', 'SUBARU', 'HONDA', 'GM', 'SCOUT', 'LINCOLN', 'BMW', 'COACH', 'PLAYER']","['AUTO', 'POST', 'SEMI']",SUB,FORD,0.27292838317396767,False
155,"['LETTER', 'PARAGRAPH', 'SENTENCE', 'WORD']",yellow,UNIT OF LANGUAGE,"['FEATURE', 'HALLMARK', 'JOKER', 'BOOK', 'TEA', 'CLOWN', 'CUTUP', 'TRAIT', 'TABLE', 'STAMP', 'CARD', 'TREE']","['LETTER', 'PARAGRAPH', 'SENTENCE']",WORD,PARAGRAPH,0.7273049521024626,False
155,"['FEATURE', 'HALLMARK', 'STAMP', 'TRAIT']",green,TRADEMARK,"['JOKER', 'BOOK', 'WORD', 'TEA', 'SENTENCE', 'CLOWN', 'LETTER', 'PARAGRAPH', 'CUTUP', 'TABLE', 'CARD', 'TREE']","['FEATURE', 'HALLMARK', 'STAMP']",TRAIT,LETTER,0.6570857910135904,False
155,"['CARD', 'CLOWN', 'CUTUP', 'JOKER']",blue,FUNNY PERSON,"['FEATURE', 'HALLMARK', 'BOOK', 'WORD', 'TEA', 'SENTENCE', 'LETTER', 'PARAGRAPH', 'TRAIT', 'TABLE', 'STAMP', 'TREE']","['CARD', 'CLOWN', 'CUTUP']",JOKER,HALLMARK,0.47433226066089934,False
155,"['BOOK', 'TABLE', 'TEA', 'TREE']",purple,THINGS WITH LEAVES,"['FEATURE', 'HALLMARK', 'JOKER', 'WORD', 'SENTENCE', 'CLOWN', 'LETTER', 'PARAGRAPH', 'CUTUP', 'TRAIT', 'STAMP', 'CARD']","['BOOK', 'TABLE', 'TEA']",TREE,WORD,0.5908515691696002,False
156,"['ANGER', 'FEAR', 'HAPPINESS', 'SURPRISE']",yellow,BASIC EMOTIONS,"['CARPENTER', 'WIN', 'PRESTO', 'SECURE', 'VOILA', 'FIRE', 'ADAM', 'GET', 'LAND', 'BEHOLD', 'TADA', 'RED']","['ANGER', 'FEAR', 'HAPPINESS']",SURPRISE,FIRE,0.9536070683898854,False
156,"['BEHOLD', 'PRESTO', 'TADA', 'VOILA']",green,BIT OF VOCAL FANFARE,"['CARPENTER', 'WIN', 'SECURE', 'ANGER', 'FIRE', 'ADAM', 'GET', 'HAPPINESS', 'SURPRISE', 'LAND', 'FEAR', 'RED']","['BEHOLD', 'PRESTO', 'TADA']",VOILA,SURPRISE,0.9948800674459445,False
156,"['GET', 'LAND', 'SECURE', 'WIN']",blue,OBTAIN,"['CARPENTER', 'PRESTO', 'VOILA', 'ANGER', 'FIRE', 'ADAM', 'HAPPINESS', 'SURPRISE', 'BEHOLD', 'TADA', 'FEAR', 'RED']","['GET', 'LAND', 'SECURE']",WIN,SECURE - HAPPINESS,0.08439641360123416,False
156,"['ADAM', 'CARPENTER', 'FIRE', 'RED']",purple,___ ANT,"['WIN', 'PRESTO', 'SECURE', 'VOILA', 'ANGER', 'GET', 'HAPPINESS', 'SURPRISE', 'LAND', 'BEHOLD', 'TADA', 'FEAR']","['ADAM', 'CARPENTER', 'FIRE']",RED,FEAR,0.36537684021486677,False
157,"['EW', 'ICK', 'PU', 'UGH']",yellow,“GROSS!”,"['OK', 'DA', 'WEE', 'SI', 'US', 'HAI', 'WE', 'O', 'JA', 'WII', 'W', 'OUI']","['EW', 'ICK', 'PU']",UGH,WII,0.39597789567719666,False
157,"['O', 'OK', 'US', 'W']",green,MAGAZINES,"['DA', 'WEE', 'PU', 'SI', 'ICK', 'EW', 'HAI', 'UGH', 'WE', 'JA', 'WII', 'OUI']","['O', 'OK', 'US']",W,WE,0.4576995541169131,False
157,"['HAI', 'JA', 'SI', 'DA']",blue,“YES” IN DIFFERENT LANGUAGES,"['OK', 'WEE', 'PU', 'US', 'ICK', 'EW', 'UGH', 'WE', 'O', 'WII', 'W', 'OUI']","['HAI', 'JA', 'SI']",DA,WE,0.4771570309656475,False
157,"['OUI', 'WE', 'WEE', 'WII']",purple,HOMOPHONES,"['OK', 'DA', 'PU', 'SI', 'US', 'ICK', 'EW', 'HAI', 'UGH', 'O', 'JA', 'W']","['OUI', 'WE', 'WEE']",WII,EW,0.3967745393778529,False
158,"['BULL', 'HOGWASH', 'NONSENSE', 'ROT']",yellow,BALDERDASH,"['DANE', 'LAKE', 'FISH', 'DIRECT', 'BUFFALO', 'STEER', 'MOOSE', 'DEER', 'GUIDE', 'SEAL', 'LEAD', 'WHITE']","['BULL', 'HOGWASH', 'NONSENSE']",ROT,BUFFALO,0.9468809306608919,False
158,"['DIRECT', 'GUIDE', 'LEAD', 'STEER']",green,HELM,"['DANE', 'ROT', 'BULL', 'LAKE', 'FISH', 'BUFFALO', 'MOOSE', 'DEER', 'NONSENSE', 'SEAL', 'WHITE', 'HOGWASH']","['DIRECT', 'GUIDE', 'LEAD']",STEER,GUIDE,0.8727827058267464,False
158,"['BUFFALO', 'DEER', 'FISH', 'MOOSE']",blue,SINGLE/PLURAL ANIMALS,"['DANE', 'ROT', 'BULL', 'LAKE', 'DIRECT', 'STEER', 'NONSENSE', 'GUIDE', 'SEAL', 'LEAD', 'WHITE', 'HOGWASH']","['BUFFALO', 'DEER', 'FISH']",MOOSE,BULL,0.7984252421312779,False
158,"['DANE', 'LAKE', 'SEAL', 'WHITE']",purple,GREAT ___,"['ROT', 'BULL', 'FISH', 'DIRECT', 'BUFFALO', 'STEER', 'MOOSE', 'DEER', 'NONSENSE', 'GUIDE', 'LEAD', 'HOGWASH']","['DANE', 'LAKE', 'SEAL']",WHITE,LAKE,0.39810729947952,False
159,"['DIPS', 'LUNGES', 'PLANKS', 'SQUATS']",yellow,BODYWEIGHT EXERCISES,"['BEST', 'BANKS', 'CHEERS', 'REGARDS', 'JAYS', 'TAYLOR', 'WARREN', 'THANKS', 'YANKS', 'NATS', 'CARDS', 'MOSS']","['DIPS', 'LUNGES', 'PLANKS']",SQUATS,PLANKS,0.5587502633531956,False
159,"['BEST', 'CHEERS', 'REGARDS', 'THANKS']",green,EMAIL SIGN-OFFS,"['BANKS', 'PLANKS', 'JAYS', 'SQUATS', 'LUNGES', 'TAYLOR', 'WARREN', 'YANKS', 'DIPS', 'NATS', 'CARDS', 'MOSS']","['BEST', 'CHEERS', 'REGARDS']",THANKS,CARDS,0.376191235267873,False
159,"['CARDS', 'JAYS', 'NATS', 'YANKS']",blue,"M.L.B. TEAMS,  FOR SHORT","['BEST', 'BANKS', 'CHEERS', 'PLANKS', 'REGARDS', 'SQUATS', 'LUNGES', 'TAYLOR', 'WARREN', 'THANKS', 'DIPS', 'MOSS']","['CARDS', 'JAYS', 'NATS']",YANKS,THANKS,0.6529902083808413,False
159,"['BANKS', 'MOSS', 'TAYLOR', 'WARREN']",purple,ELIZABETHS (AND ONE ELISABETH),"['BEST', 'CHEERS', 'PLANKS', 'REGARDS', 'JAYS', 'SQUATS', 'LUNGES', 'THANKS', 'YANKS', 'DIPS', 'NATS', 'CARDS']","['BANKS', 'MOSS', 'TAYLOR']",WARREN,THANKS,0.8426097405380378,False
160,"['GANDER', 'GLANCE', 'GLIMPSE', 'LOOK']",yellow,QUICK PEEK,"['PIQUE', 'FRONT', 'CLIFF', 'PEEK', 'PEAK', 'CRAG', 'BLUFF', 'CHARADE', 'PEKE', 'ACT', 'LEDGE', 'RIDGE']","['GANDER', 'GLANCE', 'GLIMPSE']",LOOK,PEEK,0.8545475650327912,False
160,"['ACT', 'BLUFF', 'CHARADE', 'FRONT']",green,DECEIT,"['PIQUE', 'CLIFF', 'PEEK', 'PEAK', 'CRAG', 'PEKE', 'GLANCE', 'LEDGE', 'RIDGE', 'GLIMPSE', 'LOOK', 'GANDER']","['ACT', 'BLUFF', 'CHARADE']",FRONT,BLUFF,0.6092214575574268,False
160,"['CLIFF', 'CRAG', 'LEDGE', 'RIDGE']",blue,PARTS OF A MOUNTAIN,"['PIQUE', 'FRONT', 'PEEK', 'PEAK', 'BLUFF', 'CHARADE', 'PEKE', 'GLANCE', 'ACT', 'GLIMPSE', 'LOOK', 'GANDER']","['CLIFF', 'CRAG', 'LEDGE']",RIDGE,BLUFF,0.7618113428047854,False
160,"['PEAK', 'PEEK', 'PEKE', 'PIQUE']",purple,HOMOPHONES,"['FRONT', 'CLIFF', 'CRAG', 'BLUFF', 'CHARADE', 'GLANCE', 'ACT', 'LEDGE', 'RIDGE', 'GLIMPSE', 'LOOK', 'GANDER']","['PEAK', 'PEEK', 'PEKE']",PIQUE,LEDGE,0.4053454862467835,False
161,"['BIRTH', 'CREATION', 'DAWN', 'START']",yellow,ONSET,"['GROUNDHOG', 'STRIDE', 'AUGUST', 'MARCH', 'MAY', 'REGAL', 'NOBLE', 'STEP', 'TREAD', 'LABOR', 'GRAND', 'EARTH']","['BIRTH', 'CREATION', 'DAWN']",START,LABOR,0.6635007032355226,False
161,"['AUGUST', 'GRAND', 'NOBLE', 'REGAL']",green,VENERABLE,"['BIRTH', 'GROUNDHOG', 'STRIDE', 'START', 'MARCH', 'MAY', 'CREATION', 'STEP', 'DAWN', 'TREAD', 'LABOR', 'EARTH']","['AUGUST', 'GRAND', 'NOBLE']",REGAL,MARCH,0.6720924075398802,False
161,"['MARCH', 'STEP', 'STRIDE', 'TREAD']",blue,WALK,"['BIRTH', 'GROUNDHOG', 'START', 'AUGUST', 'MAY', 'CREATION', 'REGAL', 'NOBLE', 'DAWN', 'LABOR', 'GRAND', 'EARTH']","['MARCH', 'STEP', 'STRIDE']",TREAD,START,0.4535926374962448,False
161,"['EARTH', 'GROUNDHOG', 'LABOR', 'MAY']",purple,___ DAY HOLIDAYS,"['BIRTH', 'STRIDE', 'START', 'AUGUST', 'MARCH', 'CREATION', 'REGAL', 'NOBLE', 'STEP', 'DAWN', 'TREAD', 'GRAND']","['EARTH', 'GROUNDHOG', 'LABOR']",MAY,BIRTH,0.7098753786189113,False
162,"['CARDINAL', 'LAMA', 'MONK', 'PASTOR']",yellow,RELIGIOUS FIGURES,"['GORILLA', 'MIME', 'BONOBO', 'MANGO', 'APE', 'MIRROR', 'MINT', 'TAMARIND', 'TOMATO', 'PARROT', 'GIBBON', 'BABOON']","['CARDINAL', 'LAMA', 'MONK']",PASTOR,PARROT,0.6340591985760837,False
162,"['BABOON', 'BONOBO', 'GIBBON', 'GORILLA']",green,PRIMATES,"['MONK', 'PASTOR', 'MIME', 'MANGO', 'APE', 'MIRROR', 'MINT', 'TAMARIND', 'TOMATO', 'PARROT', 'LAMA', 'CARDINAL']","['BABOON', 'BONOBO', 'GIBBON']",GORILLA,APE,0.9996313626394076,False
162,"['MANGO', 'MINT', 'TAMARIND', 'TOMATO']",blue,CHUTNEY VARIETIES,"['GORILLA', 'MONK', 'PASTOR', 'MIME', 'BONOBO', 'APE', 'MIRROR', 'PARROT', 'LAMA', 'CARDINAL', 'GIBBON', 'BABOON']","['MANGO', 'MINT', 'TAMARIND']",TOMATO,PARROT,0.944075465436182,False
162,"['APE', 'MIME', 'MIRROR', 'PARROT']",purple,IMITATE,"['GORILLA', 'MONK', 'PASTOR', 'BONOBO', 'MANGO', 'MINT', 'TAMARIND', 'TOMATO', 'LAMA', 'CARDINAL', 'GIBBON', 'BABOON']","['APE', 'MIME', 'MIRROR']",PARROT,BABOON,0.6403554152349397,False
163,"['CANINE', 'FANG', 'MOLAR', 'TUSK']",yellow,TYPES OF TEETH,"['HOT', 'HIP', 'VACUUM', 'LEECH', 'STRAW', 'VOGUE', 'WORM', 'VAMPIRE', 'CHIC', 'IN', 'FLOSS', 'ROBOT']","['CANINE', 'FANG', 'MOLAR']",TUSK,FANG,0.673217838391694,False
163,"['CHIC', 'HIP', 'HOT', 'IN']",green,FASHIONABLE,"['VACUUM', 'LEECH', 'STRAW', 'MOLAR', 'VOGUE', 'WORM', 'VAMPIRE', 'FANG', 'CANINE', 'TUSK', 'FLOSS', 'ROBOT']","['CHIC', 'HIP', 'HOT']",IN,VOGUE,0.9006720450000747,False
163,"['FLOSS', 'ROBOT', 'VOGUE', 'WORM']",blue,DANCE MOVES,"['HOT', 'HIP', 'VACUUM', 'LEECH', 'STRAW', 'MOLAR', 'VAMPIRE', 'CHIC', 'IN', 'FANG', 'CANINE', 'TUSK']","['FLOSS', 'ROBOT', 'VOGUE']",WORM,FANG,0.7777530774189061,False
163,"['LEECH', 'STRAW', 'VACUUM', 'VAMPIRE']",purple,THINGS THAT SUCK,"['HOT', 'HIP', 'MOLAR', 'VOGUE', 'WORM', 'CHIC', 'IN', 'FANG', 'CANINE', 'TUSK', 'FLOSS', 'ROBOT']","['LEECH', 'STRAW', 'VACUUM']",VAMPIRE,WORM,0.8673720097363733,False
164,"['CANYON', 'GULCH', 'PASS', 'RAVINE']",yellow,AREAS BETWEEN MOUNTAINS AND HILLS,"['GULP', 'SCARF', 'CRAVEN', 'CLARK', 'WOLF', 'COWL', 'APPLE', 'BASHFUL', 'QUEEN', 'GORGE', 'CHEN', 'MIRROR']","['CANYON', 'GULCH', 'PASS']",RAVINE,GORGE,0.9793010449554815,False
164,"['GORGE', 'GULP', 'SCARF', 'WOLF']",green,EAT VORACIOUSLY,"['GULCH', 'CRAVEN', 'PASS', 'CLARK', 'COWL', 'APPLE', 'BASHFUL', 'QUEEN', 'CHEN', 'CANYON', 'RAVINE', 'MIRROR']","['GORGE', 'GULP', 'SCARF']",WOLF,CANYON,0.5691699793554221,False
164,"['APPLE', 'BASHFUL', 'MIRROR', 'QUEEN']",blue,FEATURED IN “SNOW WHITE”,"['GULP', 'SCARF', 'GULCH', 'CRAVEN', 'PASS', 'CLARK', 'WOLF', 'COWL', 'GORGE', 'CHEN', 'CANYON', 'RAVINE']","['APPLE', 'BASHFUL', 'MIRROR']",QUEEN,COWL,0.5120114231009123,False
164,"['CHEN', 'CLARK', 'COWL', 'CRAVEN']",purple,“C” + BIRD,"['GULP', 'SCARF', 'GULCH', 'PASS', 'WOLF', 'APPLE', 'BASHFUL', 'QUEEN', 'GORGE', 'CANYON', 'RAVINE', 'MIRROR']","['CHEN', 'CLARK', 'COWL']",CRAVEN,GORGE,0.31909547291952345,False
165,"['PASTY', 'PIE', 'TART', 'TURNOVER']",yellow,FOODS WITH CRUSTS,"['RAGOUT', 'RAPPORT', 'JAMES', 'PARFAIT', 'JAPAN', 'TURKEY', 'BIRD', 'TUNISIA', 'JORDAN', 'CURRY', 'BOUQUET', 'POLAND']","['PASTY', 'PIE', 'TART']",TURNOVER,PIE,0.5486445864540784,False
165,"['BOUQUET', 'PARFAIT', 'RAGOUT', 'RAPPORT']",green,ENDING IN A SILENT “T”,"['PIE', 'JAMES', 'JAPAN', 'TURKEY', 'TURNOVER', 'TART', 'BIRD', 'TUNISIA', 'JORDAN', 'CURRY', 'PASTY', 'POLAND']","['BOUQUET', 'PARFAIT', 'RAGOUT']",RAPPORT,TART,0.7080628503300983,False
165,"['JAPAN', 'POLAND', 'TUNISIA', 'TURKEY']",blue,COUNTRIES WITH RED AND WHITE FLAGS,"['RAGOUT', 'RAPPORT', 'PIE', 'JAMES', 'PARFAIT', 'TURNOVER', 'TART', 'BIRD', 'JORDAN', 'CURRY', 'PASTY', 'BOUQUET']","['JAPAN', 'POLAND', 'TUNISIA']",TURKEY,JORDAN,0.9533973529362859,False
165,"['BIRD', 'CURRY', 'JAMES', 'JORDAN']",purple,N.B.A. GREATS,"['RAGOUT', 'RAPPORT', 'PIE', 'PARFAIT', 'JAPAN', 'TURKEY', 'TURNOVER', 'TART', 'TUNISIA', 'PASTY', 'BOUQUET', 'POLAND']","['BIRD', 'CURRY', 'JAMES']",JORDAN,TURKEY,0.9778801043068601,False
166,"['KNOCK', 'PAN', 'ROAST', 'SLAM']",yellow,CRITICIZE,"['BACHELOR', 'MAXI', 'MINI', 'LILY', 'FIAT', 'MOUSE', 'RAM', 'ALONE', 'CHOPPED', 'JAGUAR', 'SURVIVOR', 'CATFISH']","['KNOCK', 'PAN', 'ROAST']",SLAM,CHOPPED,0.9513831108139363,False
166,"['ALONE', 'CATFISH', 'CHOPPED', 'SURVIVOR']",green,REALITY SHOWS,"['PAN', 'BACHELOR', 'KNOCK', 'MAXI', 'MINI', 'SLAM', 'ROAST', 'LILY', 'FIAT', 'MOUSE', 'RAM', 'JAGUAR']","['ALONE', 'CATFISH', 'CHOPPED']",SURVIVOR,SLAM,0.30435481515890145,False
166,"['FIAT', 'JAGUAR', 'MINI', 'RAM']",blue,CAR BRANDS,"['PAN', 'BACHELOR', 'KNOCK', 'MAXI', 'SLAM', 'ROAST', 'LILY', 'MOUSE', 'ALONE', 'CHOPPED', 'SURVIVOR', 'CATFISH']","['FIAT', 'JAGUAR', 'MINI']",RAM,MAXI,0.7137190478340995,False
166,"['BACHELOR', 'LILY', 'MAXI', 'MOUSE']",purple,___ PAD,"['PAN', 'KNOCK', 'MINI', 'SLAM', 'ROAST', 'FIAT', 'RAM', 'ALONE', 'CHOPPED', 'JAGUAR', 'SURVIVOR', 'CATFISH']","['BACHELOR', 'LILY', 'MAXI']",MOUSE,ALONE,0.4386346747956244,False
167,"['HIDDEN', 'PRIVATE', 'REMOTE', 'SECRET']",yellow,SECLUDED,"['96', 'NOON', 'VOLUME', 'CHANNEL', 'SOUND', 'QUANTITY', 'SIS', 'NUMBER', 'MOW', 'STRAIT', 'CANAL', 'AMOUNT']","['HIDDEN', 'PRIVATE', 'REMOTE']",SECRET,SECRET,0.736103870864496,True
167,"['AMOUNT', 'NUMBER', 'QUANTITY', 'VOLUME']",green,AGGREGATE SIZE,"['96', 'HIDDEN', 'NOON', 'CHANNEL', 'SOUND', 'SIS', 'REMOTE', 'PRIVATE', 'MOW', 'STRAIT', 'CANAL', 'SECRET']","['AMOUNT', 'NUMBER', 'QUANTITY']",VOLUME,SECRET,0.4456626755188565,False
167,"['CANAL', 'CHANNEL', 'SOUND', 'STRAIT']",blue,BODIES OF WATER,"['96', 'HIDDEN', 'NOON', 'VOLUME', 'QUANTITY', 'SIS', 'REMOTE', 'NUMBER', 'PRIVATE', 'MOW', 'SECRET', 'AMOUNT']","['CANAL', 'CHANNEL', 'SOUND']",STRAIT,VOLUME,0.8952258917449466,False
167,"['96', 'MOW', 'NOON', 'SIS']",purple,READS THE SAME ROTATED 180°,"['HIDDEN', 'VOLUME', 'CHANNEL', 'SOUND', 'QUANTITY', 'REMOTE', 'NUMBER', 'PRIVATE', 'STRAIT', 'CANAL', 'SECRET', 'AMOUNT']","['96', 'MOW', 'NOON']",SIS,NOON,0.9312326506082741,False
168,"['CITY', 'COUNTY', 'TOWN', 'VILLAGE']",yellow,MUNICIPALITIES,"['LITTLE', 'CAPITAL', 'JUSTICE', 'STOCK', 'PUREE', 'EQUITY', 'INTEREST', 'CHOP', 'IVY', 'GRIND', 'PULSE', 'PREMIER']","['CITY', 'COUNTY', 'TOWN']",VILLAGE,CAPITAL,0.9941242908453989,False
168,"['CHOP', 'GRIND', 'PULSE', 'PUREE']",green,BLENDER BUTTONS,"['LITTLE', 'CAPITAL', 'JUSTICE', 'VILLAGE', 'STOCK', 'COUNTY', 'EQUITY', 'INTEREST', 'IVY', 'TOWN', 'CITY', 'PREMIER']","['CHOP', 'GRIND', 'PULSE']",PUREE,STOCK,0.703492565673127,False
168,"['CAPITAL', 'EQUITY', 'INTEREST', 'STOCK']",blue,FINANCIAL TERMS,"['LITTLE', 'JUSTICE', 'VILLAGE', 'PUREE', 'COUNTY', 'CHOP', 'IVY', 'GRIND', 'TOWN', 'PULSE', 'CITY', 'PREMIER']","['CAPITAL', 'EQUITY', 'INTEREST']",STOCK,EQUITY,0.7140019344026657,False
168,"['IVY', 'JUSTICE', 'LITTLE', 'PREMIER']",purple,___ LEAGUE,"['CAPITAL', 'VILLAGE', 'STOCK', 'PUREE', 'COUNTY', 'EQUITY', 'INTEREST', 'CHOP', 'GRIND', 'TOWN', 'PULSE', 'CITY']","['IVY', 'JUSTICE', 'LITTLE']",PREMIER,EQUITY,0.44177742045637247,False
169,"['HUM', 'SING', 'SCAT', 'WHISTLE']",yellow,CARRY A TUNE,"['LIME', 'GUM', 'SUM', 'COUNT', 'SODA', 'TOTAL', 'STICK', 'GROSS', 'GLUE', 'MINT', 'TAPE', 'RUM']","['HUM', 'SING', 'SCAT']",WHISTLE,RUM,0.7196470792483409,False
169,"['COUNT', 'GROSS', 'SUM', 'TOTAL']",green,WHOLE AMOUNT,"['LIME', 'GUM', 'SING', 'SODA', 'STICK', 'GLUE', 'SCAT', 'HUM', 'MINT', 'TAPE', 'WHISTLE', 'RUM']","['COUNT', 'GROSS', 'SUM']",TOTAL,SUM,0.9389651294493317,False
169,"['LIME', 'MINT', 'RUM', 'SODA']",blue,MOJITO INGREDIENTS,"['GUM', 'SING', 'SUM', 'COUNT', 'TOTAL', 'STICK', 'GROSS', 'GLUE', 'SCAT', 'HUM', 'TAPE', 'WHISTLE']","['LIME', 'MINT', 'RUM']",SODA,GUM,0.5616167868717815,False
